 ,19,20,21,22,23,24,25,26,27,28
1,19,20,21,22,23,24,25,26,27,28
5,19,20,21,22,23,24,25,26,27,28
8,19,20,21,22,23,24,25,26,27,28
9,19,20,21,22,23,24,25,26,27,28
14,19,20,21,22,23,24,25,26,27,28
15,19,20,21,22,23,24,25,26,27,28
16,19,20,21,22,23,24,25,26,27,28
17,19,20,21,22,23,24,25,26,27,28
18,19,20,21,22,23,24,25,26,27,28
1,2,19,20,21,22,23,24,25,26,27,28
1,3,19,20,21,22,23,24,25,26,27,28
1,4,19,20,21,22,23,24,25,26,27,28
1,5,19,20,21,22,23,24,25,26,27,28
1,8,19,20,21,22,23,24,25,26,27,28
5,8,19,20,21,22,23,24,25,26,27,28
1,9,19,20,21,22,23,24,25,26,27,28
5,9,19,20,21,22,23,24,25,26,27,28
8,9,19,20,21,22,23,24,25,26,27,28
1,10,19,20,21,22,23,24,25,26,27,28
1,11,19,20,21,22,23,24,25,26,27,28
1,14,19,20,21,22,23,24,25,26,27,28
5,14,19,20,21,22,23,24,25,26,27,28
8,14,19,20,21,22,23,24,25,26,27,28
9,14,19,20,21,22,23,24,25,26,27,28
1,15,19,20,21,22,23,24,25,26,27,28
5,15,19,20,21,22,23,24,25,26,27,28
8,15,19,20,21,22,23,24,25,26,27,28
9,15,19,20,21,22,23,24,25,26,27,28
14,15,19,20,21,22,23,24,25,26,27,28
1,16,19,20,21,22,23,24,25,26,27,28
5,16,19,20,21,22,23,24,25,26,27,28
8,16,19,20,21,22,23,24,25,26,27,28
9,16,19,20,21,22,23,24,25,26,27,28
14,16,19,20,21,22,23,24,25,26,27,28
15,16,19,20,21,22,23,24,25,26,27,28
1,17,19,20,21,22,23,24,25,26,27,28
5,17,19,20,21,22,23,24,25,26,27,28
8,17,19,20,21,22,23,24,25,26,27,28
9,17,19,20,21,22,23,24,25,26,27,28
14,17,19,20,21,22,23,24,25,26,27,28
15,17,19,20,21,22,23,24,25,26,27,28
16,17,19,20,21,22,23,24,25,26,27,28
1,18,19,20,21,22,23,24,25,26,27,28
5,18,19,20,21,22,23,24,25,26,27,28
8,18,19,20,21,22,23,24,25,26,27,28
9,18,19,20,21,22,23,24,25,26,27,28
14,18,19,20,21,22,23,24,25,26,27,28
15,18,19,20,21,22,23,24,25,26,27,28
16,18,19,20,21,22,23,24,25,26,27,28
17,18,19,20,21,22,23,24,25,26,27,28
1,2,3,19,20,21,22,23,24,25,26,27,28
1,2,4,19,20,21,22,23,24,25,26,27,28
1,3,4,19,20,21,22,23,24,25,26,27,28
1,2,5,19,20,21,22,23,24,25,26,27,28
1,3,5,19,20,21,22,23,24,25,26,27,28
1,4,5,19,20,21,22,23,24,25,26,27,28
1,5,6,19,20,21,22,23,24,25,26,27,28
1,2,8,19,20,21,22,23,24,25,26,27,28
1,3,8,19,20,21,22,23,24,25,26,27,28
1,4,8,19,20,21,22,23,24,25,26,27,28
1,5,8,19,20,21,22,23,24,25,26,27,28
1,2,9,19,20,21,22,23,24,25,26,27,28
1,3,9,19,20,21,22,23,24,25,26,27,28
1,4,9,19,20,21,22,23,24,25,26,27,28
1,5,9,19,20,21,22,23,24,25,26,27,28
1,8,9,19,20,21,22,23,24,25,26,27,28
5,8,9,19,20,21,22,23,24,25,26,27,28
1,2,10,19,20,21,22,23,24,25,26,27,28
1,3,10,19,20,21,22,23,24,25,26,27,28
1,4,10,19,20,21,22,23,24,25,26,27,28
1,5,10,19,20,21,22,23,24,25,26,27,28
1,8,10,19,20,21,22,23,24,25,26,27,28
1,9,10,19,20,21,22,23,24,25,26,27,28
1,2,11,19,20,21,22,23,24,25,26,27,28
1,3,11,19,20,21,22,23,24,25,26,27,28
1,4,11,19,20,21,22,23,24,25,26,27,28
1,5,11,19,20,21,22,23,24,25,26,27,28
1,8,11,19,20,21,22,23,24,25,26,27,28
1,9,11,19,20,21,22,23,24,25,26,27,28
1,10,11,19,20,21,22,23,24,25,26,27,28
1,8,12,19,20,21,22,23,24,25,26,27,28
1,9,13,19,20,21,22,23,24,25,26,27,28
1,2,14,19,20,21,22,23,24,25,26,27,28
1,3,14,19,20,21,22,23,24,25,26,27,28
1,4,14,19,20,21,22,23,24,25,26,27,28
1,5,14,19,20,21,22,23,24,25,26,27,28
1,8,14,19,20,21,22,23,24,25,26,27,28
5,8,14,19,20,21,22,23,24,25,26,27,28
1,9,14,19,20,21,22,23,24,25,26,27,28
5,9,14,19,20,21,22,23,24,25,26,27,28
8,9,14,19,20,21,22,23,24,25,26,27,28
1,10,14,19,20,21,22,23,24,25,26,27,28
1,11,14,19,20,21,22,23,24,25,26,27,28
1,2,15,19,20,21,22,23,24,25,26,27,28
1,3,15,19,20,21,22,23,24,25,26,27,28
1,4,15,19,20,21,22,23,24,25,26,27,28
1,5,15,19,20,21,22,23,24,25,26,27,28
1,8,15,19,20,21,22,23,24,25,26,27,28
5,8,15,19,20,21,22,23,24,25,26,27,28
1,9,15,19,20,21,22,23,24,25,26,27,28
5,9,15,19,20,21,22,23,24,25,26,27,28
8,9,15,19,20,21,22,23,24,25,26,27,28
1,10,15,19,20,21,22,23,24,25,26,27,28
1,11,15,19,20,21,22,23,24,25,26,27,28
1,14,15,19,20,21,22,23,24,25,26,27,28
5,14,15,19,20,21,22,23,24,25,26,27,28
8,14,15,19,20,21,22,23,24,25,26,27,28
9,14,15,19,20,21,22,23,24,25,26,27,28
1,2,16,19,20,21,22,23,24,25,26,27,28
1,3,16,19,20,21,22,23,24,25,26,27,28
1,4,16,19,20,21,22,23,24,25,26,27,28
1,5,16,19,20,21,22,23,24,25,26,27,28
1,8,16,19,20,21,22,23,24,25,26,27,28
5,8,16,19,20,21,22,23,24,25,26,27,28
1,9,16,19,20,21,22,23,24,25,26,27,28
5,9,16,19,20,21,22,23,24,25,26,27,28
8,9,16,19,20,21,22,23,24,25,26,27,28
1,10,16,19,20,21,22,23,24,25,26,27,28
1,11,16,19,20,21,22,23,24,25,26,27,28
1,14,16,19,20,21,22,23,24,25,26,27,28
5,14,16,19,20,21,22,23,24,25,26,27,28
